sex_F,sex_I,sex_M,length,height,shucked weight,viscera weight,shell weight
0.0,1.0,0.0,0.62,0.16,0.446,0.246,0.305
1.0,0.0,0.0,0.62,0.18,0.582,0.2695,0.313
0.0,1.0,0.0,0.62,0.14,0.3595,0.16,0.295
0.0,1.0,0.0,0.62,0.135,0.358,0.2265,0.2965
0.0,0.0,1.0,0.62,0.15,0.6285,0.2575,0.309
1.0,0.0,0.0,0.62,0.175,0.464,0.2225,0.3
0.0,0.0,1.0,0.625,0.165,0.4895,0.2615,0.3325
0.0,0.0,1.0,0.625,0.16,0.5005,0.2355,0.3105
0.0,0.0,1.0,0.625,0.17,0.4645,0.22,0.354
0.0,1.0,0.0,0.625,0.155,0.643,0.2055,0.3145
1.0,0.0,0.0,0.625,0.175,0.6765,0.2615,0.3705
0.0,1.0,0.0,0.625,0.15,0.438,0.2865,0.278
0.0,0.0,1.0,0.63,0.17,0.4615,0.266,0.3
1.0,0.0,0.0,0.63,0.18,0.514,0.2325,0.3995
0.0,0.0,1.0,0.63,0.17,0.5255,0.273,0.339
0.0,0.0,1.0,0.63,0.165,0.6565,0.2315,0.3035
0.0,0.0,1.0,0.63,0.175,0.605,0.271,0.328
0.0,1.0,0.0,0.635,0.165,0.715,0.3445,0.3615
0.0,0.0,1.0,0.635,0.17,0.611,0.309,0.418
1.0,0.0,0.0,0.635,0.175,0.5805,0.313,0.305
1.0,0.0,0.0,0.635,0.17,0.5385,0.2665,0.38
1.0,0.0,0.0,0.64,0.165,0.5215,0.2695,0.36
0.0,0.0,1.0,0.64,0.18,0.5475,0.2925,0.3685
0.0,0.0,1.0,0.64,0.185,0.763,0.4205,0.4435
0.0,0.0,1.0,0.645,0.15,0.519,0.2615,0.335
0.0,0.0,1.0,0.645,0.175,0.5645,0.288,0.386
0.0,0.0,1.0,0.645,0.19,0.741,0.3715,0.3845
0.0,0.0,1.0,0.645,0.19,0.605,0.345,0.48
0.0,0.0,1.0,0.645,0.195,0.5885,0.2215,0.3745
0.0,0.0,1.0,0.645,0.16,0.6665,0.309,0.317
1.0,0.0,0.0,0.645,0.16,0.5815,0.276,0.315
0.0,0.0,1.0,0.645,0.175,0.554,0.308,0.415
1.0,0.0,0.0,0.645,0.19,0.573,0.362,0.36
0.0,0.0,1.0,0.645,0.15,0.5695,0.2735,0.33
1.0,0.0,0.0,0.645,0.19,0.6925,0.2905,0.35
1.0,0.0,0.0,0.65,0.155,0.615,0.3195,0.335
0.0,0.0,1.0,0.65,0.19,0.59,0.23,0.391
0.0,0.0,1.0,0.65,0.185,0.665,0.337,0.378
0.0,0.0,1.0,0.65,0.16,0.6385,0.2905,0.3665
0.0,0.0,1.0,0.655,0.18,0.586,0.281,0.365
1.0,0.0,0.0,0.655,0.15,0.4795,0.223,0.305
1.0,0.0,0.0,0.655,0.19,0.5935,0.2745,0.425
1.0,0.0,0.0,0.655,0.195,0.688,0.3805,0.363
0.0,0.0,1.0,0.66,0.165,0.667,0.269,0.341
1.0,0.0,0.0,0.66,0.175,0.711,0.3125,0.415
0.0,0.0,1.0,0.66,0.195,0.6505,0.3295,0.495
0.0,0.0,1.0,0.66,0.165,0.7685,0.3545,0.3925
0.0,0.0,1.0,0.665,0.175,0.6635,0.3845,0.353
0.0,0.0,1.0,0.665,0.16,0.6145,0.253,0.3665
1.0,0.0,0.0,0.665,0.16,0.631,0.2925,0.32
0.0,0.0,1.0,0.665,0.175,0.606,0.32,0.395
0.0,0.0,1.0,0.665,0.175,0.6075,0.314,0.315
0.0,0.0,1.0,0.67,0.16,0.6255,0.311,0.308
0.0,0.0,1.0,0.67,0.165,0.711,0.2865,0.3
1.0,0.0,0.0,0.67,0.19,0.5235,0.3095,0.4275
1.0,0.0,0.0,0.67,0.155,0.858,0.339,0.354
1.0,0.0,0.0,0.67,0.195,0.74,0.3305,0.465
0.0,0.0,1.0,0.675,0.16,0.572,0.2755,0.3545
1.0,0.0,0.0,0.675,0.195,0.6045,0.3175,0.3965
0.0,0.0,1.0,0.68,0.195,0.592,0.391,0.4125
1.0,0.0,0.0,0.68,0.2,0.714,0.339,0.4705
0.0,0.0,1.0,0.685,0.15,0.7185,0.293,0.32
1.0,0.0,0.0,0.685,0.175,0.7775,0.375,0.438
1.0,0.0,0.0,0.69,0.2,0.687,0.3675,0.46
0.0,0.0,1.0,0.7,0.175,0.8445,0.3935,0.54
1.0,0.0,0.0,0.7,0.175,0.6805,0.48,0.512
1.0,0.0,0.0,0.705,0.17,0.6435,0.4565,0.265
0.0,0.0,1.0,0.71,0.215,0.9895,0.4475,0.502
1.0,0.0,0.0,0.71,0.195,0.9925,0.4925,0.48
1.0,0.0,0.0,0.71,0.205,0.802,0.287,0.435
0.0,0.0,1.0,0.71,0.22,0.9215,0.454,0.566
0.0,0.0,1.0,0.72,0.2,0.919,0.366,0.485
0.0,0.0,1.0,0.72,0.205,1.1455,0.4425,0.511
1.0,0.0,0.0,0.72,0.18,0.631,0.3215,0.435
1.0,0.0,0.0,0.725,0.21,1.03,0.487,0.503
1.0,0.0,0.0,0.73,0.19,0.799,0.5195,0.5655
0.0,0.0,1.0,0.735,0.215,0.7275,0.403,0.557
1.0,0.0,0.0,0.74,0.205,0.9655,0.5185,0.482
1.0,0.0,0.0,0.75,0.215,0.7735,0.4825,0.575
0.0,0.0,1.0,0.75,0.205,1.083,0.421,0.63
0.0,0.0,1.0,0.77,0.195,1.1155,0.6415,0.642
0.0,0.0,1.0,0.775,0.25,1.3485,0.76,0.578
0.0,1.0,0.0,0.275,0.09,0.096,0.057,0.0705
0.0,1.0,0.0,0.375,0.1,0.166,0.091,0.1125
1.0,0.0,0.0,0.375,0.135,0.272,0.131,0.1675
0.0,0.0,1.0,0.39,0.125,0.3035,0.0955,0.143
0.0,1.0,0.0,0.435,0.12,0.259,0.139,0.1645
0.0,0.0,1.0,0.445,0.12,0.199,0.09,0.117
0.0,1.0,0.0,0.455,0.105,0.229,0.0865,0.1
0.0,1.0,0.0,0.455,0.135,0.4005,0.1715,0.211
0.0,1.0,0.0,0.455,0.11,0.207,0.0855,0.1215
0.0,1.0,0.0,0.465,0.14,0.362,0.1535,0.209
0.0,0.0,1.0,0.465,0.115,0.295,0.1395,0.12
0.0,1.0,0.0,0.485,0.105,0.195,0.123,0.182
0.0,0.0,1.0,0.485,0.155,0.419,0.2455,0.2365
0.0,1.0,0.0,0.485,0.16,0.3085,0.185,0.319
1.0,0.0,0.0,0.49,0.16,0.3485,0.215,0.2825
0.0,0.0,1.0,0.5,0.15,0.494,0.223,0.296
0.0,0.0,1.0,0.515,0.155,0.4185,0.198,0.273
0.0,0.0,1.0,0.515,0.135,0.472,0.2495,0.252
0.0,0.0,1.0,0.525,0.17,0.438,0.2225,0.276
0.0,0.0,1.0,0.525,0.125,0.303,0.155,0.159
0.0,0.0,1.0,0.53,0.14,0.3495,0.1715,0.2105
1.0,0.0,0.0,0.535,0.135,0.3765,0.1815,0.1795
0.0,1.0,0.0,0.535,0.18,0.4955,0.2295,0.304
0.0,1.0,0.0,0.545,0.165,0.4235,0.2195,0.228
1.0,0.0,0.0,0.545,0.2,0.567,0.318,0.403
1.0,0.0,0.0,0.545,0.15,0.5425,0.2445,0.2845
1.0,0.0,0.0,0.55,0.165,0.543,0.294,0.3345
0.0,0.0,1.0,0.55,0.16,0.6325,0.311,0.344
0.0,0.0,1.0,0.57,0.175,0.4805,0.2145,0.29
0.0,0.0,1.0,0.575,0.185,0.5075,0.2245,0.2485
0.0,1.0,0.0,0.575,0.13,0.403,0.1715,0.213
1.0,0.0,0.0,0.58,0.17,0.6535,0.324,0.4155
0.0,0.0,1.0,0.585,0.145,0.3945,0.2685,0.258
0.0,1.0,0.0,0.585,0.15,0.3975,0.2035,0.253
0.0,0.0,1.0,0.6,0.175,0.6195,0.284,0.3285
0.0,0.0,1.0,0.6,0.165,0.4975,0.2205,0.251
0.0,0.0,1.0,0.605,0.175,0.5575,0.3055,0.343
0.0,0.0,1.0,0.605,0.15,0.575,0.232,0.297
1.0,0.0,0.0,0.61,0.15,0.5195,0.2575,0.3005
1.0,0.0,0.0,0.615,0.145,0.5045,0.238,0.315
0.0,0.0,1.0,0.62,0.145,0.511,0.2715,0.2565
0.0,0.0,1.0,0.625,0.175,0.5815,0.286,0.3185
0.0,0.0,1.0,0.625,0.185,0.5275,0.2535,0.344
0.0,0.0,1.0,0.635,0.195,0.445,0.3115,0.3475
1.0,0.0,0.0,0.635,0.15,0.533,0.307,0.291
1.0,0.0,0.0,0.64,0.14,0.4895,0.2295,0.31
0.0,0.0,1.0,0.645,0.16,0.672,0.326,0.315
0.0,0.0,1.0,0.65,0.19,0.777,0.3685,0.3965
0.0,0.0,1.0,0.65,0.16,0.5715,0.2785,0.3075
1.0,0.0,0.0,0.655,0.2,0.713,0.314,0.466
0.0,0.0,1.0,0.655,0.19,0.6325,0.333,0.378
1.0,0.0,0.0,0.665,0.185,0.5595,0.293,0.4375
1.0,0.0,0.0,0.675,0.175,0.6775,0.33,0.389
1.0,0.0,0.0,0.685,0.175,0.7175,0.3775,0.4215
1.0,0.0,0.0,0.695,0.185,0.805,0.4015,0.3965
0.0,0.0,1.0,0.695,0.19,0.7625,0.436,0.455
1.0,0.0,0.0,0.705,0.18,0.6075,0.3675,0.4645
1.0,0.0,0.0,0.72,0.195,1.0715,0.4265,0.5015
0.0,0.0,1.0,0.72,0.18,0.691,0.375,0.4425
0.0,0.0,1.0,0.73,0.21,0.9285,0.409,0.643
0.0,1.0,0.0,0.185,0.04,0.0105,0.0055,0.009
0.0,1.0,0.0,0.24,0.055,0.0235,0.013,0.018
0.0,1.0,0.0,0.31,0.075,0.0565,0.0275,0.036
0.0,1.0,0.0,0.34,0.085,0.0815,0.0335,0.06
0.0,1.0,0.0,0.35,0.08,0.09,0.042,0.06
0.0,1.0,0.0,0.365,0.085,0.0815,0.0325,0.065
0.0,1.0,0.0,0.365,0.085,0.098,0.0375,0.075
0.0,1.0,0.0,0.365,0.075,0.095,0.0445,0.07
0.0,1.0,0.0,0.39,0.105,0.1185,0.0525,0.081
0.0,1.0,0.0,0.405,0.09,0.103,0.067,0.11
0.0,1.0,0.0,0.41,0.095,0.114,0.0345,0.11
0.0,1.0,0.0,0.41,0.105,0.1405,0.064,0.105
0.0,1.0,0.0,0.415,0.09,0.1245,0.0615,0.085
0.0,1.0,0.0,0.415,0.1,0.114,0.0565,0.0975
0.0,1.0,0.0,0.415,0.095,0.1125,0.0625,0.115
0.0,1.0,0.0,0.42,0.1,0.1675,0.0625,0.1135
0.0,1.0,0.0,0.43,0.1,0.1395,0.0665,0.12
0.0,1.0,0.0,0.435,0.1,0.135,0.0785,0.098
0.0,1.0,0.0,0.435,0.11,0.1515,0.0945,0.11
0.0,1.0,0.0,0.435,0.105,0.156,0.0555,0.105
0.0,1.0,0.0,0.435,0.12,0.13,0.056,0.1185
0.0,1.0,0.0,0.445,0.11,0.1525,0.067,0.1185
0.0,1.0,0.0,0.465,0.11,0.1635,0.096,0.166
0.0,1.0,0.0,0.47,0.12,0.196,0.099,0.135
0.0,1.0,0.0,0.475,0.105,0.203,0.08,0.1465
0.0,1.0,0.0,0.485,0.13,0.2505,0.178,0.154
0.0,1.0,0.0,0.485,0.12,0.2465,0.1025,0.147
0.0,1.0,0.0,0.485,0.115,0.1885,0.0965,0.15
0.0,1.0,0.0,0.495,0.135,0.2065,0.1165,0.165
0.0,1.0,0.0,0.495,0.145,0.205,0.148,0.1505
0.0,1.0,0.0,0.495,0.14,0.181,0.0975,0.191
0.0,1.0,0.0,0.5,0.11,0.28,0.106,0.15
0.0,1.0,0.0,0.505,0.13,0.2245,0.1175,0.225
0.0,1.0,0.0,0.505,0.145,0.334,0.1425,0.207
1.0,0.0,0.0,0.51,0.12,0.347,0.1105,0.195
0.0,1.0,0.0,0.515,0.135,0.285,0.152,0.245
0.0,1.0,0.0,0.515,0.15,0.2555,0.1335,0.235
0.0,0.0,1.0,0.515,0.11,0.253,0.16,0.14
0.0,1.0,0.0,0.52,0.11,0.2165,0.0915,0.184
0.0,1.0,0.0,0.52,0.14,0.308,0.1335,0.168
0.0,1.0,0.0,0.52,0.125,0.2445,0.146,0.165
0.0,1.0,0.0,0.52,0.115,0.3285,0.17,0.1425
0.0,1.0,0.0,0.52,0.115,0.2555,0.156,0.143
0.0,1.0,0.0,0.525,0.12,0.2805,0.12,0.1695
0.0,1.0,0.0,0.525,0.145,0.3045,0.1535,0.21
0.0,1.0,0.0,0.525,0.145,0.248,0.159,0.175
0.0,1.0,0.0,0.53,0.14,0.298,0.0965,0.23
0.0,1.0,0.0,0.53,0.16,0.321,0.1275,0.24
0.0,1.0,0.0,0.53,0.13,0.247,0.115,0.183
0.0,1.0,0.0,0.53,0.12,0.2715,0.148,0.1875
0.0,1.0,0.0,0.535,0.14,0.53,0.1765,0.244
1.0,0.0,0.0,0.54,0.16,0.3675,0.2005,0.295
0.0,1.0,0.0,0.54,0.135,0.2705,0.155,0.192
0.0,1.0,0.0,0.54,0.125,0.2525,0.158,0.19
0.0,1.0,0.0,0.545,0.14,0.305,0.231,0.244
0.0,1.0,0.0,0.545,0.14,0.2615,0.1405,0.25
0.0,1.0,0.0,0.55,0.14,0.295,0.1905,0.238
0.0,1.0,0.0,0.55,0.13,0.3375,0.1405,0.23
0.0,0.0,1.0,0.555,0.14,0.341,0.1645,0.214
0.0,0.0,1.0,0.555,0.125,0.2345,0.1465,0.194
0.0,0.0,1.0,0.555,0.13,0.332,0.1585,0.18
0.0,1.0,0.0,0.555,0.175,0.304,0.1755,0.22
0.0,0.0,1.0,0.555,0.135,0.382,0.171,0.235
0.0,1.0,0.0,0.56,0.165,0.3455,0.179,0.279
1.0,0.0,0.0,0.565,0.125,0.3135,0.1785,0.23
0.0,0.0,1.0,0.565,0.125,0.302,0.1545,0.185
0.0,0.0,1.0,0.565,0.155,0.421,0.183,0.26
0.0,1.0,0.0,0.565,0.145,0.3975,0.158,0.255
0.0,0.0,1.0,0.565,0.16,0.415,0.195,0.246
0.0,1.0,0.0,0.565,0.155,0.3755,0.215,0.25
0.0,0.0,1.0,0.57,0.155,0.454,0.205,0.265
0.0,0.0,1.0,0.57,0.155,0.3585,0.174,0.277
0.0,0.0,1.0,0.57,0.175,0.3805,0.2285,0.283
0.0,0.0,1.0,0.57,0.13,0.4275,0.1955,0.238
1.0,0.0,0.0,0.57,0.12,0.382,0.1525,0.234
0.0,0.0,1.0,0.575,0.13,0.318,0.193,0.2265
0.0,0.0,1.0,0.575,0.155,0.495,0.2145,0.235
0.0,0.0,1.0,0.575,0.135,0.432,0.2225,0.239
0.0,0.0,1.0,0.575,0.155,0.4685,0.2085,0.295
0.0,0.0,1.0,0.575,0.145,0.3795,0.1615,0.27
1.0,0.0,0.0,0.575,0.175,0.4735,0.202,0.35
0.0,1.0,0.0,0.575,0.135,0.45,0.162,0.225
0.0,1.0,0.0,0.575,0.135,0.3375,0.2115,0.239
1.0,0.0,0.0,0.575,0.155,0.3485,0.1925,0.22
0.0,0.0,1.0,0.575,0.145,0.3665,0.173,0.269
1.0,0.0,0.0,0.58,0.195,0.4035,0.173,0.225
1.0,0.0,0.0,0.58,0.165,0.37,0.185,0.3005
0.0,0.0,1.0,0.58,0.15,0.518,0.2185,0.2795
0.0,1.0,0.0,0.58,0.145,0.3525,0.1645,0.242
0.0,0.0,1.0,0.58,0.16,0.3365,0.2005,0.2485
0.0,0.0,1.0,0.595,0.15,0.4315,0.201,0.223
1.0,0.0,0.0,0.6,0.135,0.4655,0.1955,0.264
0.0,0.0,1.0,0.6,0.17,0.456,0.337,0.329
0.0,0.0,1.0,0.6,0.15,0.386,0.2195,0.3105
1.0,0.0,0.0,0.6,0.16,0.466,0.2885,0.298
0.0,1.0,0.0,0.605,0.165,0.482,0.1935,0.352
1.0,0.0,0.0,0.605,0.145,0.334,0.1985,0.3
0.0,0.0,1.0,0.605,0.18,0.479,0.2565,0.321
0.0,0.0,1.0,0.61,0.14,0.4375,0.2615,0.27
1.0,0.0,0.0,0.61,0.145,0.478,0.2945,0.2985
1.0,0.0,0.0,0.61,0.155,0.4255,0.1975,0.265
1.0,0.0,0.0,0.61,0.165,0.566,0.2785,0.294
0.0,0.0,1.0,0.615,0.145,0.4435,0.2825,0.285
0.0,0.0,1.0,0.615,0.15,0.4975,0.283,0.2685
1.0,0.0,0.0,0.615,0.16,0.5815,0.3195,0.3225
0.0,0.0,1.0,0.615,0.2,0.564,0.227,0.3885
0.0,0.0,1.0,0.62,0.16,0.44,0.2525,0.285
0.0,0.0,1.0,0.62,0.15,0.4605,0.302,0.355
1.0,0.0,0.0,0.62,0.17,0.372,0.213,0.34
0.0,0.0,1.0,0.62,0.195,0.579,0.346,0.5195
0.0,0.0,1.0,0.62,0.15,0.587,0.4405,0.325
0.0,0.0,1.0,0.62,0.155,0.425,0.2315,0.335
0.0,0.0,1.0,0.625,0.155,0.487,0.212,0.3215
0.0,0.0,1.0,0.625,0.17,0.5725,0.3005,0.361
0.0,0.0,1.0,0.625,0.185,0.52,0.2405,0.3535
1.0,0.0,0.0,0.625,0.16,0.46,0.2965,0.304
1.0,0.0,0.0,0.625,0.18,0.4845,0.351,0.375
1.0,0.0,0.0,0.625,0.145,0.475,0.2,0.265
0.0,0.0,1.0,0.63,0.155,0.63,0.246,0.289
1.0,0.0,0.0,0.635,0.165,0.5635,0.3065,0.3395
1.0,0.0,0.0,0.635,0.165,0.5065,0.296,0.412
1.0,0.0,0.0,0.635,0.155,0.594,0.314,0.345
0.0,0.0,1.0,0.635,0.16,0.5435,0.246,0.335
0.0,0.0,1.0,0.635,0.165,0.6535,0.213,0.365
0.0,0.0,1.0,0.635,0.165,0.5055,0.2975,0.3535
0.0,0.0,1.0,0.64,0.165,0.4765,0.3,0.35
1.0,0.0,0.0,0.64,0.145,0.508,0.24,0.34
1.0,0.0,0.0,0.64,0.165,0.4945,0.2555,0.41
0.0,1.0,0.0,0.64,0.135,0.488,0.2505,0.2925
0.0,0.0,1.0,0.64,0.155,0.477,0.269,0.34
1.0,0.0,0.0,0.64,0.185,0.6735,0.3465,0.3255
1.0,0.0,0.0,0.645,0.18,0.7815,0.322,0.4675
0.0,0.0,1.0,0.645,0.175,0.6525,0.2375,0.3385
1.0,0.0,0.0,0.645,0.21,0.616,0.3655,0.474
0.0,1.0,0.0,0.65,0.15,0.5495,0.296,0.3305
1.0,0.0,0.0,0.65,0.155,0.483,0.278,0.3645
1.0,0.0,0.0,0.65,0.185,0.531,0.384,0.3985
1.0,0.0,0.0,0.655,0.18,0.6195,0.2485,0.497
1.0,0.0,0.0,0.655,0.175,0.5855,0.2605,0.394
0.0,0.0,1.0,0.655,0.17,0.53,0.223,0.348
1.0,0.0,0.0,0.66,0.205,0.5925,0.2775,0.49
0.0,0.0,1.0,0.66,0.175,0.5055,0.303,0.37
1.0,0.0,0.0,0.665,0.15,0.4625,0.2955,0.3595
0.0,0.0,1.0,0.665,0.2,0.5115,0.2675,0.436
0.0,0.0,1.0,0.665,0.18,0.6715,0.29,0.4
1.0,0.0,0.0,0.67,0.205,0.643,0.2465,0.416
0.0,0.0,1.0,0.675,0.15,0.556,0.2845,0.4115
1.0,0.0,0.0,0.675,0.185,0.6295,0.3025,0.4245
0.0,0.0,1.0,0.68,0.19,0.7165,0.354,0.4715
0.0,0.0,1.0,0.68,0.155,0.671,0.379,0.384
0.0,0.0,1.0,0.685,0.155,0.6615,0.2145,0.4075
0.0,0.0,1.0,0.69,0.18,0.6655,0.402,0.5
0.0,0.0,1.0,0.695,0.185,0.6645,0.3835,0.4505
1.0,0.0,0.0,0.7,0.205,0.605,0.447,0.538
0.0,0.0,1.0,0.7,0.175,0.6565,0.2985,0.375
0.0,0.0,1.0,0.7,0.195,0.675,0.347,0.535
1.0,0.0,0.0,0.705,0.22,0.929,0.3835,0.4395
1.0,0.0,0.0,0.72,0.18,0.732,0.3605,0.501
0.0,0.0,1.0,0.72,0.19,1.0815,0.4305,0.503
1.0,0.0,0.0,0.725,0.205,0.744,0.315,0.488
1.0,0.0,0.0,0.75,0.195,0.83,0.366,0.44
0.0,0.0,1.0,0.76,0.215,0.801,0.4915,0.646
0.0,1.0,0.0,0.135,0.04,0.0125,0.0065,0.008
0.0,1.0,0.0,0.16,0.025,0.0075,0.005,0.006
0.0,1.0,0.0,0.21,0.055,0.017,0.012,0.015
0.0,1.0,0.0,0.28,0.075,0.053,0.0265,0.03
0.0,1.0,0.0,0.28,0.065,0.036,0.0185,0.03
0.0,1.0,0.0,0.285,0.06,0.031,0.023,0.03
0.0,1.0,0.0,0.29,0.07,0.048,0.0205,0.03
0.0,1.0,0.0,0.29,0.06,0.056,0.0235,0.03
0.0,1.0,0.0,0.29,0.065,0.0375,0.022,0.03
0.0,1.0,0.0,0.32,0.07,0.0585,0.0255,0.041
0.0,1.0,0.0,0.325,0.07,0.0875,0.0355,0.04
0.0,1.0,0.0,0.335,0.08,0.0695,0.044,0.0495
0.0,1.0,0.0,0.35,0.08,0.0725,0.0465,0.0495
0.0,1.0,0.0,0.35,0.07,0.0715,0.0335,0.046
0.0,1.0,0.0,0.355,0.105,0.1425,0.0525,0.0735
0.0,1.0,0.0,0.36,0.085,0.1065,0.038,0.062
0.0,1.0,0.0,0.36,0.085,0.0905,0.034,0.053
0.0,1.0,0.0,0.375,0.08,0.105,0.047,0.065
0.0,1.0,0.0,0.375,0.085,0.109,0.05,0.0605
0.0,1.0,0.0,0.395,0.095,0.158,0.068,0.078
0.0,1.0,0.0,0.405,0.09,0.128,0.063,0.0805
0.0,1.0,0.0,0.415,0.11,0.1385,0.0795,0.0925
0.0,1.0,0.0,0.425,0.095,0.1865,0.0675,0.0985
0.0,1.0,0.0,0.43,0.11,0.1675,0.102,0.105
0.0,1.0,0.0,0.435,0.12,0.159,0.084,0.095
0.0,0.0,1.0,0.45,0.105,0.2575,0.082,0.129
0.0,1.0,0.0,0.46,0.11,0.2125,0.099,0.1375
0.0,0.0,1.0,0.47,0.135,0.2395,0.1525,0.145
0.0,1.0,0.0,0.47,0.105,0.167,0.0865,0.145
0.0,1.0,0.0,0.475,0.12,0.268,0.1095,0.1365
0.0,0.0,1.0,0.505,0.12,0.3315,0.1385,0.167
0.0,0.0,1.0,0.505,0.135,0.288,0.1315,0.185
0.0,0.0,1.0,0.505,0.115,0.21,0.1035,0.1535
0.0,1.0,0.0,0.51,0.135,0.2875,0.154,0.2035
0.0,0.0,1.0,0.515,0.14,0.288,0.145,0.168
0.0,0.0,1.0,0.525,0.13,0.3435,0.1495,0.1765
1.0,0.0,0.0,0.53,0.15,0.325,0.1855,0.196
1.0,0.0,0.0,0.53,0.13,0.2635,0.1565,0.185
0.0,0.0,1.0,0.545,0.14,0.356,0.1905,0.2385
1.0,0.0,0.0,0.55,0.15,0.381,0.2435,0.2675
1.0,0.0,0.0,0.56,0.16,0.342,0.184,0.253
0.0,0.0,1.0,0.565,0.145,0.4345,0.212,0.2475
1.0,0.0,0.0,0.57,0.15,0.3875,0.156,0.245
0.0,0.0,1.0,0.58,0.16,0.513,0.2705,0.2625
0.0,0.0,1.0,0.59,0.165,0.5165,0.273,0.275
1.0,0.0,0.0,0.6,0.14,0.37,0.177,0.2425
0.0,0.0,1.0,0.605,0.14,0.4295,0.2085,0.295
0.0,0.0,1.0,0.61,0.16,0.465,0.228,0.341
1.0,0.0,0.0,0.625,0.18,0.5255,0.252,0.3925
0.0,0.0,1.0,0.66,0.195,0.7345,0.353,0.386
0.0,1.0,0.0,0.255,0.06,0.04,0.0185,0.025
0.0,1.0,0.0,0.27,0.065,0.0475,0.0225,0.0285
0.0,1.0,0.0,0.28,0.08,0.072,0.022,0.033
0.0,1.0,0.0,0.285,0.07,0.051,0.0225,0.027
0.0,1.0,0.0,0.32,0.085,0.072,0.033,0.057
0.0,1.0,0.0,0.325,0.07,0.0565,0.0305,0.054
0.0,1.0,0.0,0.385,0.1,0.1305,0.061,0.0725
0.0,1.0,0.0,0.395,0.1,0.14,0.062,0.082
1.0,0.0,0.0,0.4,0.16,0.173,0.0705,0.105
0.0,1.0,0.0,0.405,0.09,0.138,0.06,0.087
0.0,1.0,0.0,0.415,0.12,0.165,0.076,0.0805
0.0,1.0,0.0,0.42,0.115,0.1895,0.065,0.087
0.0,1.0,0.0,0.44,0.115,0.162,0.091,0.11
0.0,1.0,0.0,0.445,0.12,0.152,0.0825,0.12
0.0,0.0,1.0,0.45,0.13,0.2075,0.1045,0.135
1.0,0.0,0.0,0.455,1.13,0.332,0.116,0.1335
0.0,0.0,1.0,0.46,0.12,0.2435,0.1175,0.132
0.0,0.0,1.0,0.46,0.11,0.235,0.0885,0.116
0.0,0.0,1.0,0.465,0.11,0.2665,0.085,0.121
0.0,1.0,0.0,0.465,0.09,0.2005,0.074,0.1275
1.0,0.0,0.0,0.475,0.14,0.3165,0.1315,0.1955
0.0,1.0,0.0,0.48,0.135,0.2735,0.0995,0.158
0.0,0.0,1.0,0.485,0.135,0.25,0.1345,0.1635
0.0,1.0,0.0,0.49,0.11,0.271,0.1035,0.139
0.0,0.0,1.0,0.5,0.135,0.361,0.1575,0.2385
1.0,0.0,0.0,0.5,0.14,0.277,0.143,0.1785
0.0,0.0,1.0,0.505,0.13,0.3135,0.149,0.1515
0.0,0.0,1.0,0.525,0.1,0.246,0.1005,0.1455
0.0,0.0,1.0,0.535,0.125,0.355,0.1895,0.1795
1.0,0.0,0.0,0.535,0.13,0.3125,0.1565,0.2035
1.0,0.0,0.0,0.54,0.14,0.3265,0.116,0.2365
1.0,0.0,0.0,0.54,0.13,0.368,0.1675,0.1845
1.0,0.0,0.0,0.545,0.16,0.3945,0.1855,0.231
0.0,0.0,1.0,0.55,0.13,0.4455,0.2115,0.213
0.0,1.0,0.0,0.55,0.115,0.2925,0.137,0.209
1.0,0.0,0.0,0.565,0.135,0.393,0.1735,0.238
0.0,0.0,1.0,0.58,0.12,0.418,0.1475,0.2605
1.0,0.0,0.0,0.58,0.15,0.3485,0.207,0.192
1.0,0.0,0.0,0.585,0.15,0.4145,0.2115,0.356
0.0,0.0,1.0,0.595,0.15,0.4335,0.1765,0.262
1.0,0.0,0.0,0.6,0.19,0.492,0.2595,0.3375
1.0,0.0,0.0,0.61,0.14,0.438,0.2,0.22
0.0,0.0,1.0,0.61,0.165,0.5575,0.2675,0.372
1.0,0.0,0.0,0.62,0.16,0.493,0.244,0.2725
0.0,0.0,1.0,0.645,0.15,0.603,0.2225,0.339
0.0,0.0,1.0,0.65,0.14,0.6165,0.2355,0.32
1.0,0.0,0.0,0.665,0.21,0.818,0.3395,0.4275
0.0,0.0,1.0,0.685,0.2,0.813,0.387,0.49
1.0,0.0,0.0,0.69,0.195,0.73,0.3975,0.462
1.0,0.0,0.0,0.705,0.185,0.747,0.3725,0.488
1.0,0.0,0.0,0.71,0.15,0.6835,0.2815,0.28
0.0,0.0,1.0,0.72,0.22,0.9155,0.448,0.479
1.0,0.0,0.0,0.72,0.215,0.8565,0.4825,0.602
1.0,0.0,0.0,0.73,0.18,0.6555,0.1965,0.4935
0.0,0.0,1.0,0.775,0.22,0.735,0.4755,0.6585
1.0,0.0,0.0,0.505,0.115,0.3045,0.1555,0.175
0.0,0.0,1.0,0.53,0.13,0.2995,0.1355,0.245
1.0,0.0,0.0,0.505,0.115,0.243,0.1075,0.21
0.0,1.0,0.0,0.405,0.09,0.114,0.0575,0.095
0.0,0.0,1.0,0.415,0.1,0.1545,0.0685,0.095
0.0,0.0,1.0,0.5,0.145,0.273,0.132,0.22
0.0,0.0,1.0,0.425,0.08,0.134,0.0825,0.125
0.0,0.0,1.0,0.47,0.1,0.1885,0.0885,0.175
1.0,0.0,0.0,0.4,0.115,0.1475,0.0695,0.115
